"match","home","away","player_home_id","player_time_home","rating_home","player_away_id","player_time_away","rating_away","result"
1,1,2,1,90,1217.145645657,17,90,1103.65377921786,0.5
1,1,2,2,45.0036902376451,1222.69275685352,18,90,1197.41198669206,0.5
1,1,2,3,90,683.496602443984,19,70.8961241226643,930.590379324606,0.5
1,1,2,4,90,664.089451631592,20,90,898.90905142043,0.5
1,1,2,5,9.45374061120674,953.802733752197,21,90,716.144833902046,0.5
1,1,2,6,52.5925464299507,1057.26395186473,22,0,1051.69228390273,0.5
1,1,2,7,45.8950869273394,1335.91775713914,23,90,1094.295322774,0.5
1,1,2,8,90,1060.83187137975,24,90,881.567022404927,0.5
1,1,2,9,44.1049130726606,826.331636290863,25,0,1059.7558297953,0.5
1,1,2,10,17.0452632964589,1061.00921787142,26,75.6272241356783,1178.08620937521,0.5
1,1,2,11,90,951.780108850089,27,90,1386.9652588632,0.5
1,1,2,12,37.4074535700493,1105.64005145775,28,19.1038758773357,932.383944518769,0.5
1,1,2,13,90,656.196547383388,29,90,1280.79362861501,0.5
1,1,2,14,72.9547367035411,1088.09869155801,30,77.2951987478882,1203.89874480409,0.5
1,1,2,15,80.5462593887933,1288.77499919159,31,12.7048012521118,1064.72930157526,0.5
1,1,2,16,44.9963097623549,1110.49857487254,32,14.3727758643217,1197.3244003331,0.5
2,1,3,1,31.8608822626993,1217.145645657,33,0,1126.49909922991,0.5
2,1,3,2,90,1222.69275685352,34,90,833.684549645709,0.5
2,1,3,3,58.1391177373007,683.496602443984,35,90,963.916656948946,0.5
2,1,3,4,90,664.089451631592,36,90,1155.17073571155,0.5
2,1,3,5,90,953.802733752197,37,72.445578079205,828.22423268993,0.5
2,1,3,6,0,1057.26395186473,38,0,1291.15841258486,0.5
2,1,3,7,90,1335.91775713914,39,17.554421920795,1221.86683046725,0.5
2,1,3,8,0,1060.83187137975,40,90,1100.83211345456,0.5
2,1,3,9,0,826.331636290863,41,90,730.243942019455,0.5
2,1,3,10,17.2654194105417,1061.00921787142,42,51.9617013679817,1162.36348080751,0.5
2,1,3,11,72.7345805894583,951.780108850089,43,37.0165103743784,1353.76037695002,0.5
2,1,3,12,90,1105.64005145775,44,90,907.80840074846,0.5
2,1,3,13,90,656.196547383388,45,90,819.971811596153,0.5
2,1,3,14,90,1088.09869155801,46,90,948.75507606796,0.5
2,1,3,15,90,1288.77499919159,47,52.9834896256216,1038.58813555877,0.5
2,1,3,16,90,1110.49857487254,48,38.0382986320183,997.456203871709,0.5
3,1,4,1,90,1217.145645657,49,84.038420591969,1008.42189033562,0.5
3,1,4,2,0,1222.69275685352,50,12.8373500495218,811.233738201601,0.5
3,1,4,3,90,683.496602443984,51,90,1293.94692747834,0.5
3,1,4,4,90,664.089451631592,52,90,1183.13702294977,0.5
3,1,4,5,90,953.802733752197,53,7.00665158685297,1328.09311083728,0.5
3,1,4,6,0,1057.26395186473,54,73.8209815020673,1075.43876075755,0.5
3,1,4,7,28.0825322074816,1335.91775713914,55,90,625.849148716249,0.5
3,1,4,8,90,1060.83187137975,56,90,1342.50807835321,0.5
3,1,4,9,90,826.331636290863,57,5.96157940803096,768.664840296442,0.5
3,1,4,10,90,1061.00921787142,58,90,762.669025270934,0.5
3,1,4,11,0,951.780108850089,59,16.1790184979327,1119.07752634828,0.5
3,1,4,12,90,1105.64005145775,60,0,860.628742987542,0.5
3,1,4,13,90,656.196547383388,61,90,1046.87707690802,0.5
3,1,4,14,90,1088.09869155801,62,90,1138.07684274238,0.5
3,1,4,15,61.9174677925184,1288.77499919159,63,77.1626499504782,1022.53675625094,0.5
3,1,4,16,0,1110.49857487254,64,82.993348413147,952.841243167401,0.5
4,1,5,1,90,1217.145645657,65,90,860.082566393696,0.5
4,1,5,2,90,1222.69275685352,66,1.59857980906963,980.635625411727,0.5
4,1,5,3,90,683.496602443984,67,90,1341.23624346341,0.5
4,1,5,4,22.7641952619888,664.089451631592,68,57.3304049391299,786.471955917793,0.5
4,1,5,5,66.7546156863682,953.802733752197,69,88.4014201909304,1192.07981633181,0.5
4,1,5,6,90,1057.26395186473,70,32.6695950608701,999.037589402274,0.5
4,1,5,7,67.2358047380112,1335.91775713914,71,24.5534261525609,1078.47143223919,0.5
4,1,5,8,60.7322462531738,1060.83187137975,72,90,838.725338138316,0.5
4,1,5,9,0,826.331636290863,73,65.4465738474391,804.552302669263,0.5
4,1,5,10,90,1061.00921787142,74,81.240035884548,1347.47007181996,0.5
4,1,5,11,23.2453843136318,951.780108850089,75,90,951.268375175779,0.5
4,1,5,12,90,1105.64005145775,76,8.75996411545202,1016.55142269299,0.5
4,1,5,13,90,656.196547383388,77,90,1041.25501598199,0.5
4,1,5,14,90,1088.09869155801,78,90,949.381404520138,0.5
4,1,5,15,0,1288.77499919159,79,16.7211911547929,1170.93410602975,0.5
4,1,5,16,29.2677537468262,1110.49857487254,80,73.2788088452071,977.567626058839,0.5
5,1,6,1,0,1217.145645657,81,0,948.278978774391,0
5,1,6,2,0,1222.69275685352,82,90,1245.20463567052,0
5,1,6,3,0,683.496602443984,83,78.8064819783904,952.528357258158,0
5,1,6,4,90,664.089451631592,84,90,823.835523811279,0
5,1,6,5,90,953.802733752197,85,90,1114.46579140957,0
